Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to10,Feature log2 fold change topic 6to10
ENSG00000113578,FGF1,573,2.15775,372,1.05712,66,-1.8138,43,-3.1720
ENSG00000145819,ARHGAP26,26,-1.6055,37,-1.0777,198,1.80414,76,0.22337
ENSG00000113580,NR3C1,76,0.27227,53,-0.3734,119,0.99353,55,-0.4350
ENSG00000145817,YIPF5,52,0.26156,15,-1.7662,75,0.82952,49,0.20841
ENSG00000183775,KCTD16,17,-2.7005,13,-3.0860,257,1.78356,122,0.94203
ENSG00000133706,LARS,141,0.61964,78,-0.4465,144,0.57523,86,-0.4335
ENSG00000091009,RBM27,109,1.10079,23,-1.6351,109,0.91598,50,-0.5659
ENSG00000113649,TCERG1,172,1.11716,44,-1.3136,208,1.28139,67,-0.9290
ENSG00000156475,PPP2R2B,99,-0.8610,146,-0.2050,169,0.04160,197,0.57394
ENSG00000113657,DPYSL3,48,-1.3101,189,1.17986,106,0.02062,93,-0.3155
ENSG00000176049,JAKMIP2,154,1.22142,48,-0.9436,139,0.84810,58,-0.8928
ENSG00000145868,FBXO38,26,0.42038,24,0.25448,20,-0.0682,18,-0.4434
ENSG00000173210,ABLIM3,17,-0.8758,40,0.56456,30,0.01880,30,0.05187
ENSG00000164284,GRPEL2,6,-1.4649,11,-0.5477,22,0.53249,20,0.78301
ENSG00000145882,PCYOX1L,2,-3.5000,19,-0.2523,43,1.09142,27,0.66640
ENSG00000113712,CSNK1A1,128,-0.1729,159,0.21366,152,0.11670,137,-0.0795
ENSG00000183111,ARHGEF37,109,2.63299,35,-0.0289,12,-1.6687,11,-2.3766
ENSG00000113716,HMGXB3,15,-0.5561,26,0.39732,21,0.02663,21,0.03061
ENSG00000113721,PDGFRB,10,-0.7727,30,1.15497,6,-1.4622,16,-0.1387
ENSG00000011083,SLC6A7,1,-3.9116,17,-0.2818,29,0.63814,26,0.99354
ENSG00000070808,CAMK2A,53,-2.1612,67,-1.7912,524,1.66076,250,0.70456
ENSG00000070814,TCOF1,118,1.49168,32,-0.9916,63,0.17307,41,-0.8040
ENSG00000019582,CD74,144,-0.2071,479,2.52904,37,-2.2327,67,-1.9268
ENSG00000164587,RPS14,1210,0.10277,1477,0.47888,438,-1.4803,1124,-0.0480
ENSG00000070614,NDST1,42,0.90103,31,0.31879,27,0.03252,18,-0.9441
ENSG00000171992,SYNPO,16,-3.0746,82,-0.5931,217,1.05360,149,0.84012
ENSG00000086589,RBM22,44,-0.0028,52,0.31807,58,0.45583,38,-0.4038
ENSG00000132912,DCTN4,42,-0.7850,83,0.38752,67,-0.0097,71,0.15865
ENSG00000211445,GPX3,20,-1.1077,27,-0.6066,67,0.92177,45,0.47238
ENSG00000145901,TNIP1,18,-0.8820,43,0.60549,37,0.28380,30,-0.0816
ENSG00000197043,ANXA6,37,-2.5624,180,-0.0335,239,0.42998,232,0.78577
ENSG00000196743,GM2A,77,1.52780,59,0.91493,16,-1.2858,16,-1.8499
ENSG00000113140,SPARC,260,0.40576,527,2.02536,45,-2.3137,94,-1.7846
ENSG00000177556,ATOX1,157,-0.3352,234,0.37774,70,-1.5441,211,0.30538
ENSG00000145907,G3BP1,36,-0.0250,53,0.71074,49,0.45674,28,-0.7057
ENSG00000155511,GRIA1,20,-2.7331,86,-0.4261,193,0.92904,140,0.78192
ENSG00000164576,SAP30L,28,0.26210,29,0.29181,29,0.26971,20,-0.4841
ENSG00000155506,LARP1,213,0.18325,127,-0.7175,377,1.12762,174,-0.2802
ENSG00000170271,FAXDC2,116,1.95174,80,1.03667,13,-1.8751,13,-2.6194
ENSG00000155508,CNOT8,20,-0.5846,26,-0.1506,44,0.73164,29,0.10122
ENSG00000082515,MRPL22,24,-0.6655,35,-0.0241,26,-0.4797,42,0.54130
ENSG00000055163,CYFIP2,67,-2.4848,268,-0.2994,469,0.64152,407,0.83432
ENSG00000155858,LSM11,6,-1.7721,7,-1.6237,25,0.48142,27,1.38029
ENSG00000113282,CLINT1,43,0.08795,26,-0.7497,63,0.70397,42,0.04255
ENSG00000145860,RNF145,66,-0.8693,101,-0.1513,267,1.51629,100,-0.2621
ENSG00000164332,UBLCP1,38,-0.8948,43,-0.7159,106,0.82047,76,0.49744
ENSG00000170214,ADRA1B,1,-3.8621,23,0.15965,44,1.22405,23,0.34050
ENSG00000113312,TTC1,147,-0.1386,105,-0.7077,178,0.17550,182,0.41068
ENSG00000170234,PWWP2A,108,1.88719,30,-0.6506,67,0.67882,20,-1.7338
ENSG00000170231,FABP6,12,-1.6227,46,0.59096,18,-0.9550,40,0.56787
ENSG00000164609,SLU7,207,0.30264,127,-0.5649,276,0.74391,163,-0.2146
ENSG00000145864,GABRB2,64,-2.0018,108,-1.1923,487,1.35880,273,0.71157
ENSG00000022355,GABRA1,28,-3.3045,121,-1.0928,544,1.47142,293,0.79805
ENSG00000113327,GABRG2,26,-2.7183,88,-0.8577,206,0.56905,204,1.22696
ENSG00000113328,CCNG1,26,0.38088,37,1.11740,8,-1.3577,15,-0.8225
ENSG00000170584,NUDCD2,48,0.43845,60,0.87582,17,-1.2254,29,-0.6629
ENSG00000038274,MAT2B,20,-1.8705,37,-0.8826,88,0.55632,85,1.06211
ENSG00000145934,TENM2,11,-2.3127,29,-0.8305,106,1.36401,58,0.62379
ENSG00000113645,WWC1,14,-1.6544,48,0.35002,51,0.40528,44,0.32749
ENSG00000113643,RARS,33,-0.3316,25,-0.7958,55,0.50514,46,0.41944
ENSG00000188573,FBLL1,7,-3.1684,39,-0.5321,64,0.29416,75,1.26133
ENSG00000120137,PANK3,34,-0.5978,30,-0.7613,79,0.82935,54,0.37619
ENSG00000184347,SLIT3,8,-2.4813,34,-0.1237,73,1.13304,42,0.43362
ENSG00000040275,SPDL1,68,2.84263,6,-1.9439,25,0.32169,7,-2.2365
ENSG00000182132,KCNIP1,3,-2.5386,19,0.38870,14,-0.1086,19,0.69850
ENSG00000181163,NPM1,279,0.23049,215,-0.2413,184,-0.4558,258,0.13690
ENSG00000072803,FBXW11,103,-0.0218,90,-0.2573,130,0.35375,106,0.02941
ENSG00000168246,UBTD2,12,-0.4787,26,0.97133,16,0.05382,13,-0.4920
ENSG00000120129,DUSP1,12,-0.9629,31,0.63708,22,0.01495,22,0.03138
ENSG00000113719,ERGIC1,21,-0.7801,36,0.10804,54,0.77417,34,0.00572
ENSG00000037241,RPL26L1,17,-1.6748,42,-0.2047,34,-0.5030,64,1.06385
ENSG00000113732,ATP6V0E1,31,-0.3772,73,1.24931,21,-0.9694,32,-0.5124
ENSG00000164463,CREBRF,107,1.50175,11,-2.3686,111,1.30900,33,-1.0646
ENSG00000145919,BOD1,29,-0.5895,39,-0.0628,37,-0.1350,46,0.42146
ENSG00000113742,CPEB4,149,0.83066,46,-1.2547,192,1.15240,77,-0.5890
ENSG00000170091,NSG2,40,-3.0678,265,-0.1125,421,0.65768,358,0.79323
ENSG00000164466,SFXN1,34,-0.8986,52,-0.1630,106,1.02707,59,0.08427
ENSG00000113749,HRH2,4,-2.3794,16,-0.3984,54,1.71440,21,0.15905
ENSG00000145920,CPLX2,32,-3.1456,114,-1.2254,512,1.31499,311,0.95285
ENSG00000051596,THOC3,8,-1.1720,3,-2.6153,14,-0.2365,26,1.78225
ENSG00000122203,KIAA1191,18,-2.7589,108,0.09884,128,0.37004,128,0.75315
ENSG00000175414,ARL10,22,-0.7667,45,0.44108,78,1.35354,28,-0.6009
ENSG00000048162,NOP16,4,-2.0553,15,-0.1974,8,-1.0814,24,1.32257
ENSG00000146066,HIGD2A,46,-1.3786,108,0.02363,53,-1.0792,141,0.95497
ENSG00000175416,CLTB,68,-1.9730,208,-0.1655,160,-0.5572,314,1.13849
ENSG00000113194,FAF2,44,0.29760,35,-0.1040,64,0.88711,30,-0.5503
ENSG00000146083,RNF44,16,-1.3104,28,-0.4112,67,1.06940,39,0.35439
ENSG00000169258,GPRIN1,3,-3.6154,33,-0.1228,40,0.21302,48,1.08211
ENSG00000074317,SNCB,41,-3.2717,211,-0.7451,499,0.69939,452,1.16872
ENSG00000048140,TSPAN17,6,-2.4452,24,-0.4150,55,0.94884,38,0.71616
ENSG00000113763,UNC5A,0,-5.7783,39,0.02877,39,0.03576,53,1.15434
ENSG00000113761,ZNF346,9,-0.7686,8,-0.8303,29,1.21874,15,0.25052
ENSG00000165671,NSD1,95,1.56361,35,-0.3915,88,1.15020,19,-1.8499
ENSG00000169230,PRELID1,42,-1.4843,112,0.14185,73,-0.5539,131,0.77662
ENSG00000169223,LMAN2,32,-0.6638,64,0.59585,39,-0.2791,47,0.03233
ENSG00000169220,RGS14,2,-3.7600,16,-0.5652,13,-0.8642,35,1.82442
ENSG00000131187,F12,2,-3.2508,5,-1.9686,19,0.07875,30,2.08583
ENSG00000198055,GRK6,7,-1.6890,11,-0.9921,16,-0.3036,29,1.46293
ENSG00000131188,PRR7,14,-1.3923,25,-0.5519,33,-0.0366,46,1.01925
ENSG00000113758,DBN1,12,-2.3298,36,-0.6738,82,0.68972,72,0.99031
ENSG00000196923,PDLIM7,8,-1.6007,18,-0.3117,25,0.22654,28,0.83733
ENSG00000183258,DDX41,17,-1.7520,54,0.07632,47,-0.1503,65,0.77589
ENSG00000146067,FAM193B,21,-0.0312,36,0.94302,22,0.04299,16,-0.7301
ENSG00000184840,TMED9,24,-1.2667,70,0.52994,68,0.42036,54,0.06467
ENSG00000027847,B4GALT7,8,-1.6229,23,-0.0436,22,-0.0718,30,0.79333
ENSG00000204677,FAM153CP,17,-1.2040,43,0.33769,128,2.32114,21,-1.1881
ENSG00000145916,RMND5B,10,-1.5197,26,0.07909,23,-0.1210,31,0.69519
ENSG00000145912,NHP2,80,-1.3509,145,-0.3745,80,-1.2482,254,1.25272
ENSG00000197451,HNRNPAB,41,-0.3693,54,0.10217,54,0.08942,53,0.11869
ENSG00000113240,CLK4,33,0.24607,39,0.59865,34,0.29303,21,-0.7254
ENSG00000176783,RUFY1,39,0.97467,17,-0.5060,30,0.38954,18,-0.6222
ENSG00000169045,HNRNPH1,104,0.31758,91,0.08402,83,-0.0865,80,-0.2415
ENSG00000127022,CANX,482,0.52598,349,-0.0767,491,0.48789,297,-0.5318
ENSG00000161013,MGAT4B,10,-1.9222,22,-0.7272,32,-0.1071,49,1.31572
ENSG00000161011,SQSTM1,113,-0.7965,213,0.30575,148,-0.3160,201,0.32553
ENSG00000161010,MRNIP,16,-0.5547,14,-0.7937,28,0.32579,27,0.62286
ENSG00000197226,TBC1D9B,51,-0.4733,84,0.39478,39,-0.8547,73,0.24378
ENSG00000113269,RNF130,216,1.02583,196,0.82294,92,-0.5131,72,-1.3354
ENSG00000050748,MAPK9,31,-2.4072,121,-0.2754,183,0.41381,185,0.92406
ENSG00000131446,MGAT1,22,-0.5865,32,0.05485,52,0.84918,30,-0.0903
ENSG00000278970,HEIH,19,-0.3631,36,0.75110,16,-0.6002,23,-0.1569
ENSG00000165810,BTNL9,8,-1.0003,9,-0.7887,28,1.08935,16,0.41419
ENSG00000250222,AC008443.5,18,-0.9954,34,0.04806,14,-1.3180,43,0.83337
ENSG00000146063,TRIM41,73,0.72484,75,0.77037,38,-0.4129,33,-1.0109
ENSG00000204628,RACK1,370,-0.0217,544,0.71264,209,-0.9109,341,-0.2546
ENSG00000183718,TRIM52,19,0.34151,14,-0.2320,23,0.56083,14,-0.3297
ENSG00000248275,TRIM52-AS1,20,0.37668,9,-0.9797,15,-0.1805,18,0.30792
ENSG00000112679,DUSP22,40,0.20767,40,0.20421,42,0.25789,31,-0.3767
ENSG00000112685,EXOC2,11,-0.7311,18,0.13605,19,0.17190,18,0.24492
ENSG00000124535,WRNIP1,17,-1.5685,51,0.28000,77,0.93422,45,0.08235
ENSG00000124570,SERPINB6,82,0.90803,87,1.03765,26,-1.0341,30,-1.2913
ENSG00000124588,NQO2,25,-1.5376,67,0.11701,59,-0.0827,77,0.66033
ENSG00000137274,BPHL,10,-1.5902,30,0.25343,17,-0.6057,33,0.74127
ENSG00000137267,TUBB2A,117,-3.3246,839,-0.2507,870,-0.1691,1377,1.30645
ENSG00000137285,TUBB2B,75,-1.2432,164,0.06659,136,-0.2455,194,0.65324
ENSG00000180822,PSMG4,9,-1.7754,24,-0.3175,15,-0.9930,41,1.30572
ENSG00000137266,SLC22A23,49,0.78180,33,0.03405,36,0.14313,25,-0.6678
ENSG00000145945,FAM50B,10,-1.2350,22,0.06098,21,-0.0492,26,0.58601
ENSG00000112739,PRPF4B,437,1.85450,109,-0.8973,216,0.26178,106,-1.2966
ENSG00000198721,ECI2,31,-0.3407,56,0.77073,28,-0.4586,35,-0.2235
ENSG00000153046,CDYL,84,1.56749,21,-1.0412,36,-0.1547,29,-0.7349
ENSG00000214113,LYRM4,16,-1.7177,40,-0.2421,37,-0.3128,62,1.03979
ENSG00000124785,NRN1,51,-2.2793,146,-0.6197,181,-0.2316,304,1.39594
ENSG00000216863,LY86-AS1,2,-3.5570,5,-2.3121,48,1.18824,34,1.42933
ENSG00000124783,SSR1,91,0.31290,91,0.31247,110,0.58904,59,-0.6883
ENSG00000124784,RIOK1,34,0.64732,11,-1.3599,27,0.17659,25,0.10559
ENSG00000168566,SNRNP48,49,2.20940,8,-1.2854,18,-0.0113,10,-1.4242
ENSG00000239264,TXNDC5,15,-0.7081,39,0.95149,21,-0.2106,21,-0.2674
ENSG00000124802,EEF1E1,16,-1.5661,28,-0.6690,25,-0.7445,59,1.39194
ENSG00000124786,SLC35B3,24,0.63255,21,0.39760,6,-1.5468,15,-0.3695
ENSG00000111845,PAK1IP1,48,0.65231,18,-1.0431,50,0.64021,31,-0.2190
ENSG00000111843,TMEM14C,41,-0.9498,75,0.09351,29,-1.3873,90,0.79321
ENSG00000137210,TMEM14B,41,-1.0696,74,-0.0896,43,-0.9091,101,0.87705
ENSG00000224531,SMIM13,34,-1.2372,48,-0.6882,95,0.46268,91,0.81142
ENSG00000205269,TMEM170B,19,-1.3167,31,-0.5044,53,0.38959,53,0.77963
ENSG00000095951,HIVEP1,15,-0.1074,6,-1.6520,42,1.61548,16,-0.0925
ENSG00000112137,PHACTR1,31,-2.3389,97,-0.5692,225,0.85250,173,0.84018
ENSG00000145990,GFOD1,28,-2.1780,45,-1.4691,247,1.37798,141,0.83480
ENSG00000124523,SIRT5,13,-1.0831,24,-0.0257,32,0.43549,28,0.38696
ENSG00000225921,NOL7,145,0.43913,77,-0.6914,118,0.03966,117,0.05945
ENSG00000010017,RANBP9,15,-2.3203,59,-0.1334,84,0.44689,81,0.80002
ENSG00000050393,MCUR1,32,-0.7498,37,-0.5013,42,-0.2650,64,0.80408
ENSG00000112149,CD83,3,-3.0485,6,-2.0073,45,1.10602,33,1.35628
ENSG00000008083,JARID2,37,1.06993,23,0.11865,32,0.63212,13,-1.2540
ENSG00000047579,DTNBP1,25,-1.1057,35,-0.5551,37,-0.3885,64,1.03659
ENSG00000007944,MYLIP,47,1.32075,16,-0.7312,24,-0.0434,19,-0.6613
ENSG00000124788,ATXN1,53,-0.3637,59,-0.1723,97,0.63628,66,0.04896
ENSG00000112186,CAP2,14,-3.8823,93,-1.0029,297,0.93680,236,1.20201
ENSG00000137414,FAM8A1,19,-0.8478,28,-0.2684,32,-0.0224,39,0.63050
ENSG00000124789,NUP153,13,-0.3869,12,-0.5220,17,0.00665,20,0.52990
ENSG00000137177,KIF13A,97,2.09966,33,-0.2005,31,-0.2636,16,-1.8315
ENSG00000137364,TPMT,17,-1.0500,17,-1.0986,41,0.39107,43,0.96051
ENSG00000124795,DEK,442,2.22702,62,-1.5987,139,-0.2550,98,-1.2270
ENSG00000172201,ID4,35,-1.1544,141,1.43655,57,-0.3078,57,-0.5067
ENSG00000112242,E2F3,5,-1.9277,9,-0.9539,35,1.22100,21,0.69592
ENSG00000124766,SOX4,35,0.48228,19,-0.5906,57,1.26856,21,-0.6597
ENSG00000272168,CASC15,18,-0.7556,25,-0.2559,51,0.96882,30,0.11136
ENSG00000152954,NRSN1,50,-1.3900,102,-0.2254,168,0.61139,137,0.53485
ENSG00000124532,MRS2,9,-1.4075,17,-0.4281,29,0.45537,27,0.73683
ENSG00000112294,ALDH5A1,20,-2.1628,81,0.06546,128,0.81001,90,0.44626
ENSG00000137261,KIAA0319,2,-3.6273,19,-0.4965,30,0.32258,35,1.27532
ENSG00000111802,TDP2,18,-1.3957,29,-0.6504,57,0.49508,54,0.83286
ENSG00000112304,ACOT13,11,-2.1192,34,-0.3346,38,-0.1061,57,1.13127
ENSG00000112308,C6orf62,93,-0.5716,108,-0.3064,167,0.41763,144,0.33977
ENSG00000111913,RIPOR2,4,-3.7672,31,-0.6390,121,1.69649,53,0.45898
ENSG00000079691,CARMIL1,7,-1.2417,12,-0.4935,25,0.78605,18,0.54185
ENSG00000197061,HIST1H4C,63,-0.8576,46,-1.3633,122,0.24730,141,1.04578
ENSG00000112763,BTN2A1,24,0.43674,14,-0.5714,31,0.76595,17,-0.3231
ENSG00000228223,HCG11,11,-0.5010,17,0.19453,30,1.11356,13,-0.3854
ENSG00000182952,HMGN4,10,-1.0544,14,-0.5369,10,-0.9872,27,1.17126
ENSG00000269293,ZSCAN16-AS1,75,-0.0091,109,0.69710,41,-0.9456,69,-0.2425
ENSG00000204713,TRIM27,17,-1.1195,31,-0.1170,51,0.68658,37,0.33493
ENSG00000204681,GABBR1,61,-2.5244,363,0.37481,415,0.55285,340,0.42662
ENSG00000204655,MOG,286,2.93125,120,0.60566,17,-2.4495,8,-4.2945
ENSG00000206503,HLA-A,82,-0.7131,260,1.50431,84,-0.6223,96,-0.6731
ENSG00000204619,PPP1R11,22,-1.7547,52,-0.3493,32,-1.0349,91,1.33088
ENSG00000231074,HCG18,168,1.11617,59,-0.8203,200,1.24594,60,-1.1143
ENSG00000241370,RPP21,25,-1.3299,69,0.39228,15,-1.9235,71,0.79286
ENSG00000204592,HLA-E,153,0.82230,251,2.02363,45,-1.2098,28,-2.5770
ENSG00000204590,GNL1,83,-0.6547,126,0.06967,187,0.71863,121,0.00311
ENSG00000204574,ABCF1,228,1.35075,76,-0.7500,124,0.09121,88,-0.7345
ENSG00000204569,PPP1R10,48,0.38644,40,0.06021,47,0.29760,33,-0.4256
ENSG00000204568,MRPS18B,48,-0.2627,56,0.02454,51,-0.1326,59,0.18953
ENSG00000137343,ATAT1,25,-0.6421,42,0.22295,47,0.37789,38,0.05708
ENSG00000204564,C6orf136,17,-1.6650,67,0.64577,42,-0.1845,53,0.32862
ENSG00000204560,DHX16,21,0.48231,9,-0.8999,21,0.40450,16,-0.0300
ENSG00000196230,TUBB,96,-2.3660,462,0.19707,358,-0.2339,535,0.85943
ENSG00000137312,FLOT1,107,-1.0278,248,0.42747,156,-0.3655,220,0.34657
ENSG00000204580,DDR1,129,0.66509,214,1.83064,39,-1.3002,36,-1.9796
ENSG00000137411,VARS2,7,-1.3766,30,1.02206,26,0.65666,15,-0.4279
ENSG00000204525,HLA-C,63,-0.7706,212,1.58738,55,-0.9044,76,-0.6624
ENSG00000234745,HLA-B,95,-0.3512,288,1.98719,53,-1.2029,67,-1.2755
ENSG00000198563,DDX39B,72,-0.4447,135,0.72299,93,0.01869,83,-0.2805
ENSG00000213760,ATP6V1G2,53,-2.3428,154,-0.6579,162,-0.5166,336,1.54060
ENSG00000204498,NFKBIL1,6,-1.5559,20,0.37801,12,-0.4830,20,0.60168
ENSG00000204472,AIF1,27,0.02998,67,2.00780,5,-2.4465,14,-1.3961
ENSG00000204469,PRRC2A,52,-1.1836,106,0.01243,107,0.01379,127,0.57659
ENSG00000204463,BAG6,44,-1.2889,114,0.34369,67,-0.5397,113,0.55699
ENSG00000204438,GPANK1,26,0.42883,21,0.01778,11,-0.9335,20,-0.0505
ENSG00000204435,CSNK2B,85,-0.7070,188,0.72063,85,-0.6459,131,0.05261
ENSG00000204427,ABHD16A,21,-1.0237,39,0.04264,31,-0.3341,47,0.61347
ENSG00000213722,DDAH2,14,-1.4239,66,1.31683,27,-0.3709,31,-0.2786
ENSG00000204394,VARS,15,-1.1044,33,0.19792,40,0.49563,31,0.21705
ENSG00000204392,LSM2,32,-0.2234,51,0.63955,15,-1.3006,36,0.00103
ENSG00000204389,HSPA1A,79,0.12139,157,1.55975,24,-1.7232,49,-1.0259
ENSG00000204388,HSPA1B,57,-0.5317,125,0.90980,91,0.26056,65,-0.4922
ENSG00000204387,SNHG32,151,0.67568,175,0.98098,15,-2.9006,78,-0.7705
ENSG00000204386,NEU1,7,-1.9008,17,-0.6017,25,0.02255,35,1.18409
ENSG00000204371,EHMT2,85,0.38891,73,0.09122,99,0.58395,55,-0.5831
ENSG00000204356,NELFE,107,0.50041,72,-0.2186,75,-0.1289,76,-0.1753
ENSG00000204351,SKIV2L,15,-0.7596,22,-0.1134,33,0.53602,26,0.25961
ENSG00000204344,STK19,11,-0.6497,21,0.44206,12,-0.5238,18,0.21559
ENSG00000213676,ATF6B,24,0.20214,33,0.82502,30,0.55685,14,-1.0269
ENSG00000204314,PRRT1,27,-2.0561,89,-0.1407,122,0.37084,122,0.78533
ENSG00000204310,AGPAT1,52,-1.1470,133,0.48842,121,0.27128,107,0.11932
ENSG00000204308,RNF5,48,-0.6058,88,0.47570,38,-0.8909,75,0.25695
ENSG00000204287,HLA-DRA,38,-0.3579,143,2.67948,11,-2.1061,18,-2.0363
ENSG00000196126,HLA-DRB1,9,-2.0490,104,2.79582,9,-1.8366,18,-1.3744
ENSG00000204256,BRD2,147,0.76528,61,-0.8281,137,0.53952,87,-0.3519
ENSG00000231389,HLA-DPA1,30,-0.0632,90,2.44870,1,-4.4030,14,-1.7878
ENSG00000223865,HLA-DPB1,25,-0.0722,74,2.37508,4,-2.7082,11,-1.7715
ENSG00000204231,RXRB,20,-1.4633,50,0.06504,63,0.41730,56,0.46775
ENSG00000112473,SLC39A7,40,0.64190,21,-0.5248,53,1.03723,22,-0.6717
ENSG00000204227,RING1,44,-0.1350,79,0.96945,54,0.20291,35,-0.7522
ENSG00000223501,VPS52,28,-0.0662,49,1.05839,22,-0.4440,22,-0.6492
ENSG00000231500,RPS18,1594,0.41865,1921,0.79030,298,-2.2128,1080,-0.4403
ENSG00000227057,WDR46,10,-1.6413,32,0.35423,42,0.74756,28,0.15252
ENSG00000204220,PFDN6,67,-0.3704,45,-1.0203,83,0.01095,104,0.75260
ENSG00000237441,RGL2,13,-0.6262,37,1.29299,12,-0.6720,16,-0.4920
ENSG00000231925,TAPBP,34,-1.3475,122,0.87390,101,0.43963,72,-0.2000
ENSG00000204209,DAXX,40,0.64896,28,-0.0016,35,0.32861,22,-0.6083
ENSG00000112511,PHF1,22,-1.1009,57,0.51090,48,0.14871,45,0.13445
ENSG00000112514,CUTA,139,-0.6968,239,0.25344,114,-0.9290,242,0.47542
ENSG00000197283,SYNGAP1,6,-2.9147,40,0.09582,76,1.18171,42,0.32313
ENSG00000137288,UQCC2,45,-1.1606,82,-0.1590,55,-0.7657,118,0.92572
ENSG00000161904,LEMD2,22,0.04618,37,1.06494,19,-0.2105,15,-0.8062
ENSG00000137309,HMGA1,7,-2.8646,44,0.07822,38,-0.1732,56,1.01061
ENSG00000186577,SMIM29,44,-1.5566,116,0.03549,102,-0.1650,142,0.75263
ENSG00000272325,NUDT3,270,-0.3336,251,-0.4574,560,0.89801,332,0.05136
ENSG00000124614,RPS10,442,0.30542,441,0.30083,99,-2.0346,376,0.01222
ENSG00000124507,PACSIN1,12,-4.2538,136,-0.6638,265,0.46144,287,1.34890
ENSG00000196821,ILRUN,37,-1.3564,74,-0.2052,135,0.80143,95,0.41020
ENSG00000124562,SNRPC,40,-0.7490,71,0.25814,40,-0.6874,71,0.44081
ENSG00000064995,TAF11,43,0.47072,22,-0.6956,31,-0.1204,35,0.09377
ENSG00000064999,ANKS1A,12,-0.9132,24,0.27489,23,0.18547,22,0.22203
ENSG00000198755,RPL10A,561,-0.1408,845,0.62707,160,-2.0326,619,0.05867
ENSG00000096060,FKBP5,23,0.04870,42,1.20532,25,0.12038,14,-1.0801
ENSG00000096063,SRPK1,34,0.31479,8,-2.0343,48,0.85726,31,0.21809
ENSG00000112062,MAPK14,16,-1.1351,32,-0.0027,57,0.97677,33,0.10785
ENSG00000096070,BRPF3,21,-0.5556,32,0.14266,43,0.61383,29,-0.0402
ENSG00000112078,KCTD20,37,-0.2437,41,-0.0347,56,0.47418,42,-0.0242
ENSG00000112081,SRSF3,103,-0.3329,149,0.33369,112,-0.1578,125,0.02444
ENSG00000124772,CPNE5,18,-2.4476,56,-0.6806,153,1.02733,105,0.80884
ENSG00000137168,PPIL1,6,-2.0271,18,-0.5084,24,0.01376,33,1.16695
ENSG00000198663,C6orf89,109,0.28673,93,-0.0064,134,0.59948,79,-0.4483
ENSG00000137409,MTCH1,170,-2.0114,564,-0.0597,563,-0.0569,760,0.90361
ENSG00000112130,RNF8,28,-0.6843,33,-0.4186,66,0.76834,46,0.28178
ENSG00000137200,CMTR1,17,-0.6136,20,-0.3414,22,-0.1738,30,0.61563
ENSG00000198937,CCDC167,38,0.16178,53,0.78687,9,-2.0778,32,-0.2635
ENSG00000156639,ZFAND3,37,-0.3724,71,0.86042,40,-0.1963,40,-0.3622
ENSG00000183826,BTBD9,9,-2.0702,33,-0.0578,50,0.62697,41,0.60720
ENSG00000124767,GLO1,40,-1.8585,119,-0.0756,122,-0.0272,160,0.86433
ENSG00000146122,DAAM2,318,2.48812,169,0.84651,33,-1.8190,16,-3.6129
ENSG00000156564,LRFN2,0,-5.9633,11,-0.5672,24,0.73627,21,1.19128
ENSG00000124596,OARD1,37,0.12706,41,0.29353,15,-1.3116,35,0.04702
ENSG00000137166,FOXP4,13,-0.3381,17,0.03145,22,0.46822,16,-0.0106
ENSG00000214736,TOMM6,68,-0.9731,117,-0.0538,53,-1.2686,157,0.88590
ENSG00000112576,CCND3,31,-1.4509,96,0.48488,102,0.51723,77,0.11445
ENSG00000048544,MRPS10,35,-0.4191,29,-0.7301,58,0.43362,52,0.47171
ENSG00000024048,UBR2,45,0.76659,22,-0.5262,40,0.47192,25,-0.4647
ENSG00000124659,TBCC,6,-2.1509,22,-0.1125,19,-0.3283,33,1.07156
ENSG00000112624,BICRAL,18,0.10838,12,-0.5472,27,0.77951,16,-0.1071
ENSG00000146223,RPL7L1,125,-0.2596,98,-0.6671,280,1.10166,145,-0.0075
ENSG00000221821,C6orf226,7,-1.3372,23,0.57991,18,0.14058,17,0.16644
ENSG00000137161,CNPY3,31,-0.0717,48,0.77905,30,-0.0994,26,-0.5032
ENSG00000112640,PPP2R5D,23,-1.7088,70,0.10366,65,-0.0167,81,0.69556
ENSG00000124733,MEA1,33,-1.7436,98,0.02834,60,-0.7330,128,0.98732
ENSG00000124702,KLHDC3,47,-2.5484,180,-0.4412,240,0.05732,325,1.22161
ENSG00000124541,RRP36,14,-1.2029,23,-0.3538,23,-0.3775,38,0.95460
ENSG00000137171,KLC4,18,-0.1551,19,-0.0493,20,-0.0054,20,0.12943
ENSG00000112651,MRPL2,21,-1.4513,57,0.23746,45,-0.1473,60,0.56949
ENSG00000112658,SRF,9,-1.1510,20,0.17978,37,1.20579,17,-0.1494
ENSG00000112659,CUL9,15,-1.0736,34,0.33642,43,0.69800,28,0.00686
ENSG00000112667,DNPH1,33,-1.4934,87,0.12815,43,-0.9665,105,0.89347
ENSG00000146216,TTBK1,15,-0.4530,20,0.03772,24,0.31863,20,0.11349
ENSG00000171467,ZNF318,57,1.46093,9,-1.7196,47,0.87035,19,-0.8743
ENSG00000137221,TJAP1,57,2.42580,25,0.43775,5,-1.8534,5,-2.5721
