Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000163029,SMC6,62,0.23745,42,-0.3625,12,-2.2310,31,-0.8289,70,0.44398,100,1.04061,53,-0.0046,75,0.54264,35,-0.6410
ENSG00000240857,RDH14,21,-0.3842,9,-1.5841,20,-0.4649,28,0.08379,32,0.27647,26,-0.0309,23,-0.2893,41,0.71022,45,0.83704
ENSG00000068697,LAPTM4A,77,0.21220,162,1.48809,87,0.40298,62,-0.1429,45,-0.6338,61,-0.1673,46,-0.6630,49,-0.5053,43,-0.7245
ENSG00000055917,PUM2,77,-0.0326,111,0.55097,110,0.54623,98,0.34748,100,0.39050,87,0.14991,51,-0.7520,48,-0.7845,57,-0.5218
ENSG00000143878,RHOB,298,1.16712,186,0.35935,196,0.44708,173,0.24167,126,-0.2630,136,-0.1501,89,-0.8803,88,-0.8229,109,-0.4870
ENSG00000173960,UBXN2A,48,1.67752,24,0.43243,11,-0.6944,3,-2.4705,14,-0.3693,15,-0.2908,23,0.38988,16,-0.2167,5,-2.0012
ENSG00000119782,FKBP1B,1,-5.7803,33,-1.1034,87,0.38905,54,-0.3841,44,-0.6742,67,-0.0389,95,0.62064,67,-0.0385,141,1.21772
ENSG00000115128,SF3B6,112,0.01957,121,0.14426,49,-1.2605,103,-0.1078,41,-1.5128,145,0.44411,145,0.51651,111,0.00876,131,0.27976
ENSG00000219626,FAM228B,55,-0.2451,86,0.46414,29,-1.2321,52,-0.3323,65,0.00998,61,-0.0899,85,0.50446,79,0.33041,49,-0.4423
ENSG00000198399,ITSN2,147,0.56186,59,-0.8964,56,-0.9655,120,0.22904,216,1.22591,121,0.24430,88,-0.2943,85,-0.3227,63,-0.7947
ENSG00000084676,NCOA1,100,-0.2865,120,-0.0036,95,-0.3648,203,0.87552,210,0.93543,141,0.26624,87,-0.5553,84,-0.5621,71,-0.8135
ENSG00000184924,PTRHD1,32,-0.9571,68,0.20185,61,0.03770,33,-0.8937,27,-1.2274,104,0.92578,69,0.25793,59,-0.0244,75,0.36947
ENSG00000138031,ADCY3,23,0.07245,16,-0.4864,28,0.38781,32,0.59437,49,1.33613,7,-1.6253,6,-2.1221,16,-0.4849,38,0.87859
ENSG00000115137,DNAJC27,19,-0.2095,13,-0.7944,22,0.02703,24,0.15231,34,0.71782,16,-0.5164,20,-0.1487,26,0.24960,25,0.20068
ENSG00000084710,EFR3B,9,-2.0483,47,0.39222,103,1.77478,34,-0.1627,60,0.78574,5,-2.7993,24,-0.7616,31,-0.2677,34,-0.1445
ENSG00000119772,DNMT3A,43,1.98901,5,-1.4097,9,-0.7116,17,0.36223,30,1.30905,1,-3.5057,9,-0.7481,7,-1.0690,8,-0.8033
ENSG00000138101,DTNB,25,-0.9743,23,-1.0859,83,0.93133,30,-0.7143,85,0.97096,33,-0.5372,40,-0.2757,46,-0.0399,66,0.54876
ENSG00000143970,ASXL2,57,1.36469,22,-0.2007,27,0.09419,29,0.19662,26,0.01627,15,-0.7604,14,-0.9603,28,0.17585,21,-0.3064
ENSG00000084731,KIF3C,30,-2.5657,83,-1.0793,323,1.10772,293,0.93837,243,0.61626,128,-0.4193,123,-0.5351,130,-0.3940,193,0.23344
ENSG00000084733,RAB10,120,0.34116,85,-0.2226,94,-0.0537,143,0.63464,82,-0.2677,101,0.05305,74,-0.4763,91,-0.1029,109,0.18169
ENSG00000157833,GAREM2,19,0.14547,35,1.19070,56,2.10526,3,-2.4870,8,-1.1021,13,-0.3891,13,-0.3986,7,-1.2039,2,-3.1328
ENSG00000084754,HADHA,143,0.60269,149,0.67031,109,0.15388,97,-0.0298,80,-0.3257,145,0.62339,77,-0.4258,52,-0.9856,59,-0.8102
ENSG00000138029,HADHB,166,0.69269,263,1.51114,140,0.41049,69,-0.7116,33,-1.8169,109,-0.0002,97,-0.2090,72,-0.6528,44,-1.3916
ENSG00000138018,SELENOI,34,-0.4203,6,-2.9151,41,-0.1369,76,0.89485,69,0.73584,77,0.92478,20,-1.3293,47,0.09229,53,0.28299
ENSG00000213699,SLC35F6,36,1.32579,20,0.33953,23,0.54278,20,0.35839,25,0.71897,9,-0.8200,4,-2.1167,9,-0.8856,11,-0.5653
ENSG00000157851,DPYSL5,118,2.19560,8,-2.1595,31,-0.1686,51,0.62168,23,-0.6376,69,1.15345,7,-2.4773,11,-1.6631,21,-0.7799
ENSG00000084764,MAPRE3,31,-2.3009,76,-0.9610,187,0.46561,151,0.11444,182,0.41461,120,-0.2516,125,-0.2043,194,0.52212,216,0.70449
ENSG00000119777,TMEM214,21,0.87182,7,-0.7394,23,0.99670,17,0.51311,16,0.39261,2,-2.4428,5,-1.3816,9,-0.5105,18,0.58737
ENSG00000228474,OST4,119,-0.8816,248,0.27021,148,-0.5501,170,-0.3328,79,-1.4942,249,0.27795,293,0.63505,240,0.21896,257,0.32949
ENSG00000138030,KHK,7,-1.4675,17,-0.0621,23,0.40706,28,0.76224,27,0.65966,1,-3.9731,20,0.21406,12,-0.6358,23,0.43161
ENSG00000138028,CGREF1,8,-2.6387,41,-0.2793,55,0.18699,35,-0.5161,39,-0.3736,36,-0.4705,69,0.65484,58,0.27422,79,0.77879
ENSG00000138073,PREB,26,0.51412,9,-1.1460,35,0.98409,12,-0.7594,39,1.19421,0,-4.4798,9,-1.1787,16,-0.3270,36,1.03050
ENSG00000138085,ATRAID,56,0.64991,50,0.47514,38,0.04220,52,0.54171,17,-1.2078,8,-2.2001,37,0.00704,47,0.36796,30,-0.3503
ENSG00000115194,SLC30A3,0,-8.6265,8,-1.0727,27,0.80913,1,-4.1637,28,0.90620,1,-3.8786,12,-0.5809,33,1.16651,43,1.64406
ENSG00000115204,MPV17,37,-0.1206,45,0.21308,22,-0.9272,36,-0.1548,29,-0.4986,37,-0.0856,40,0.03144,42,0.10411,67,0.87568
ENSG00000115207,GTF3C2,28,0.83800,12,-0.5114,23,0.51040,15,-0.1475,11,-0.5694,40,1.49048,4,-2.1037,10,-0.8354,19,0.19747
ENSG00000115211,EIF2B4,52,0.29214,41,-0.0835,39,-0.1540,23,-0.9529,44,0.01255,110,1.58573,26,-0.8383,42,-0.0737,31,-0.5352
ENSG00000115234,SNX17,62,-0.0222,44,-0.5559,67,0.11720,45,-0.5127,69,0.16306,50,-0.3446,45,-0.5735,81,0.41572,117,1.05247
ENSG00000115241,PPM1G,48,-0.3549,43,-0.5232,68,0.20907,42,-0.5378,77,0.40436,35,-0.8291,52,-0.2413,98,0.82163,82,0.52227
ENSG00000115216,NRBP1,30,-1.1525,47,-0.4885,81,0.37528,118,1.00238,82,0.38913,52,-0.3480,34,-1.0612,73,0.20863,92,0.58537
ENSG00000138002,IFT172,22,0.70936,6,-1.1906,13,-0.1171,18,0.38754,37,1.66871,1,-3.9550,5,-1.6120,10,-0.5300,23,0.82851
ENSG00000115226,FNDC4,20,-1.7434,72,0.19842,90,0.57255,92,0.60429,71,0.17814,66,0.06034,61,-0.0779,31,-1.0845,71,0.17869
ENSG00000243943,ZNF512,37,-0.1734,35,-0.2531,40,-0.0306,47,0.20861,51,0.34786,74,0.97956,22,-1.0647,42,0.02370,42,0.02052
ENSG00000198522,GPN1,18,-0.6130,17,-0.6807,16,-0.8559,22,-0.3119,19,-0.5555,31,0.20180,35,0.47428,33,0.31228,45,0.82894
ENSG00000119760,SUPT7L,48,-0.0587,24,-1.1290,58,0.23519,50,0.00114,68,0.49524,84,0.85310,22,-1.3354,50,0.01975,73,0.61678
ENSG00000163798,SLC4A1AP,63,-0.7811,29,-1.9236,66,-0.7309,152,0.61166,122,0.24468,84,-0.3416,118,0.21506,171,0.80940,124,0.26906
ENSG00000243147,MRPL33,86,-1.1342,135,-0.4332,42,-2.1998,81,-1.2184,59,-1.6949,270,0.68129,326,1.20429,258,0.60655,200,0.18264
ENSG00000158019,BABAM2,14,-1.6440,25,-0.8178,43,-0.0069,43,-0.0018,53,0.33439,29,-0.6267,31,-0.5801,67,0.71869,95,1.33605
ENSG00000075426,FOSL2,3,-2.4028,28,0.75698,51,1.79604,17,-0.0351,24,0.45147,30,0.85673,5,-2.0224,5,-1.8419,10,-0.8609
ENSG00000213639,PPP1CB,262,-0.0324,245,-0.1417,395,0.64089,326,0.32214,281,0.08152,212,-0.3701,261,-0.0422,187,-0.5639,244,-0.1461
ENSG00000171103,TRMT61B,4,-1.4913,9,-0.4882,13,-0.0017,28,1.34347,6,-1.0895,0,-3.8808,14,0.22731,9,-0.5905,28,1.31456
ENSG00000163811,WDR43,44,0.61983,19,-0.7231,17,-0.8872,30,-0.0284,45,0.65859,32,0.09249,24,-0.4219,53,0.93087,14,-1.1090
ENSG00000115295,CLIP4,72,1.00776,35,-0.1930,58,0.64242,65,0.82578,44,0.18154,1,-5.2168,27,-0.6418,27,-0.5735,37,-0.0989
ENSG00000119801,YPEL5,78,-0.7605,106,-0.2798,138,0.14421,168,0.46492,125,-0.0165,95,-0.4565,129,0.03013,157,0.35287,140,0.16483
ENSG00000013016,EHD3,16,-2.3269,62,-0.2972,139,1.03648,126,0.86716,110,0.63544,30,-1.3801,46,-0.8031,54,-0.4982,116,0.72218
ENSG00000162961,DPY30,63,-0.5539,76,-0.2512,33,-1.5108,88,-0.0247,21,-2.1527,146,0.81544,109,0.36565,123,0.52931,124,0.53293
ENSG00000021574,SPAST,67,1.60832,21,-0.3736,20,-0.4453,46,0.91296,21,-0.3215,4,-2.6667,13,-1.1800,31,0.25462,28,0.06685
ENSG00000119820,YIPF4,146,0.79908,73,-0.3388,104,0.23995,124,0.51707,170,1.06794,76,-0.2565,38,-1.4409,67,-0.4606,64,-0.5399
ENSG00000115760,BIRC6,99,0.88402,40,-0.5863,15,-2.0248,83,0.57263,98,0.86265,42,-0.5200,48,-0.3227,74,0.39728,34,-0.8437
ENSG00000152689,RASGRP3,131,4.45742,4,-2.0051,0,-4.8156,27,0.64799,4,-2.3277,9,-1.0150,2,-3.0178,0,-8.9009,1,-3.8754
ENSG00000119812,FAM98A,65,-0.0159,33,-1.0520,50,-0.4292,77,0.24478,53,-0.3331,26,-1.4016,66,0.00550,126,1.08293,96,0.61024
ENSG00000260025,CRIM1-DT,4,-3.2354,39,-0.1231,18,-1.2617,16,-1.4430,36,-0.2604,35,-0.2621,59,0.63916,74,0.94738,78,1.03863
ENSG00000150938,CRIM1,21,-1.6103,63,0.10487,81,0.51284,64,0.10927,93,0.74588,19,-1.7525,37,-0.7964,91,0.69210,88,0.63625
ENSG00000171055,FEZ2,155,0.69662,92,-0.1461,67,-0.6496,91,-0.1748,88,-0.2299,89,-0.2100,92,-0.1761,135,0.46324,114,0.18596
ENSG00000115808,STRN,141,2.52560,9,-2.0850,34,-0.0794,33,-0.1298,25,-0.5870,1,-5.0254,19,-1.0498,49,0.49013,29,-0.3156
ENSG00000008869,HEATR5B,18,-0.5458,13,-0.9964,20,-0.3913,32,0.35359,21,-0.3240,44,0.88017,20,-0.4618,30,0.24518,40,0.69887
ENSG00000152133,GPATCH11,64,0.00126,28,-1.2434,22,-1.5871,50,-0.3773,59,-0.1254,98,0.70724,74,0.28039,108,0.87225,59,-0.1208
ENSG00000055332,EIF2AK2,89,-0.0513,74,-0.3351,53,-0.8438,98,0.10406,127,0.52393,136,0.64150,81,-0.2296,135,0.63414,45,-1.1111
ENSG00000218739,CEBPZOS,28,-0.9747,30,-0.8727,34,-0.6746,46,-0.1962,55,0.06746,24,-1.2193,82,0.85792,88,0.84739,56,0.11693
ENSG00000115816,CEBPZ,110,0.54563,58,-0.4774,29,-1.5457,65,-0.2948,62,-0.3872,100,0.37419,77,-0.0378,152,1.09922,59,-0.4643
ENSG00000003509,NDUFAF7,14,-0.6046,14,-0.6323,13,-0.7323,32,0.67436,22,0.08558,67,2.00942,5,-2.2815,26,0.30435,14,-0.6157
ENSG00000115828,QPCT,0,-4.4604,4,-2.3546,10,-0.9198,43,1.34933,21,0.17121,23,0.26857,11,-0.8510,20,0.10232,47,1.50749
ENSG00000163171,CDC42EP3,4,-1.8955,11,-0.4127,19,0.41352,13,-0.1168,12,-0.2199,11,-0.3867,15,0.10941,27,1.04034,16,0.12792
ENSG00000119787,ATL2,8,-1.7678,31,0.30282,34,0.49104,33,0.40981,50,1.13866,43,0.87301,13,-1.1186,10,-1.4236,19,-0.4440
ENSG00000143889,HNRNPLL,26,-0.4473,24,-0.5679,39,0.18464,55,0.75830,41,0.27070,40,0.24943,22,-0.7727,31,-0.1834,46,0.46470
ENSG00000115875,SRSF7,61,-0.7838,78,-0.3885,77,-0.4161,92,-0.1436,64,-0.7030,233,1.44186,92,-0.1594,91,-0.1458,123,0.33557
ENSG00000152147,GEMIN6,7,-0.7946,10,-0.2664,17,0.52864,14,0.24254,17,0.58447,1,-3.7651,10,-0.2175,13,0.09271,20,0.85248
ENSG00000163214,DHX57,12,-0.3899,9,-0.9219,13,-0.3340,26,0.75063,28,0.89085,21,0.38188,11,-0.6581,21,0.38134,11,-0.6196
ENSG00000188010,MORN2,18,-1.9081,69,0.09433,28,-1.2676,30,-1.1725,26,-1.3891,86,0.45223,107,0.96837,89,0.52076,88,0.49623
ENSG00000115904,SOS1,40,0.12304,24,-0.6828,15,-1.3852,37,0.01999,59,0.77607,12,-1.6673,35,-0.0810,75,1.20192,35,-0.0508
ENSG00000011566,MAP4K3,22,-0.4585,17,-0.8342,38,0.44042,47,0.77963,50,0.89505,21,-0.5104,17,-0.9057,39,0.45957,23,-0.3256
ENSG00000231312,MAP4K3-DT,7,-3.0636,24,-1.3800,60,0.03387,38,-0.6557,135,1.41272,79,0.48249,55,-0.1026,86,0.62546,47,-0.3521
ENSG00000152154,TMEM178A,50,-1.1716,65,-0.7617,145,0.50170,301,1.82576,232,1.32540,22,-2.3638,71,-0.6978,38,-1.5790,69,-0.6848
ENSG00000138050,THUMPD2,21,0.09144,9,-1.1606,16,-0.2656,20,0.02988,26,0.45236,31,0.75475,16,-0.3709,29,0.66769,11,-0.8401
ENSG00000183023,SLC8A1,25,-3.0315,62,-1.7141,68,-1.5776,443,1.44156,268,0.55778,159,-0.2870,201,0.09071,302,0.75936,178,-0.1068
ENSG00000143924,EML4,21,0.24371,16,-0.1657,16,-0.1876,21,0.26081,20,0.14670,38,1.22541,9,-1.1609,17,-0.0510,13,-0.4741
ENSG00000115944,COX7A2L,87,-1.3116,111,-0.9500,202,-0.0203,338,0.83345,256,0.36206,164,-0.3471,216,0.09694,195,-0.0750,260,0.38984
ENSG00000057935,MTA3,17,-0.6411,25,-0.0481,44,0.88362,37,0.60417,45,0.93081,15,-0.8312,12,-1.2212,23,-0.1427,26,-0.0002
ENSG00000152518,ZFP36L2,80,1.84843,90,2.08764,23,-0.3172,30,0.11415,12,-1.2932,5,-2.3795,10,-1.6557,13,-1.1643,5,-2.5051
ENSG00000138036,DYNC2LI1,24,-0.9465,19,-1.2369,16,-1.5561,41,-0.0847,43,-0.0287,30,-0.6024,56,0.45382,73,0.85520,79,0.98603
ENSG00000138095,LRPPRC,60,-0.5983,41,-1.1999,117,0.44705,150,0.87072,91,0.04373,50,-0.8883,74,-0.3201,100,0.19913,129,0.61854
ENSG00000138032,PPM1B,118,1.19538,41,-0.5504,96,0.83072,86,0.65406,72,0.35156,31,-0.9572,25,-1.3762,37,-0.6975,48,-0.3044
ENSG00000138078,PREPL,193,-1.4825,187,-1.5265,430,-0.2540,782,0.72206,843,0.85207,512,0.02256,380,-0.4930,702,0.54017,636,0.37686
ENSG00000143919,CAMKMT,9,-0.3709,23,1.16273,15,0.38201,11,-0.0149,3,-1.6937,1,-3.7005,17,0.74637,8,-0.5959,10,-0.1592
ENSG00000171132,PRKCE,23,-1.9452,38,-1.2436,90,0.10365,244,1.85167,191,1.37907,4,-4.3748,46,-1.0323,91,0.10690,75,-0.1869
ENSG00000116016,EPAS1,34,0.10738,99,2.02888,73,1.42407,27,-0.2501,21,-0.6591,7,-2.2220,22,-0.6119,7,-2.1710,3,-3.1511
ENSG00000119729,RHOQ,127,1.27348,107,0.96174,51,-0.2456,60,0.00127,18,-1.7788,77,0.42027,50,-0.3010,35,-0.8357,21,-1.5524
ENSG00000151665,PIGF,30,0.74869,16,-0.2325,27,0.60006,12,-0.6866,22,0.22132,15,-0.3241,14,-0.5056,22,0.21551,16,-0.2149
ENSG00000119878,CRIPT,98,0.57943,66,-0.0636,33,-1.1158,59,-0.2456,50,-0.4909,90,0.43386,80,0.27387,83,0.30938,48,-0.5585
ENSG00000171150,SOCS5,24,0.22402,18,-0.2196,42,1.14039,49,1.41217,30,0.55495,0,-4.6032,9,-1.3549,11,-0.9900,18,-0.2368
ENSG00000180398,MCFD2,50,-0.8715,92,0.07945,100,0.21308,106,0.29930,88,0.00578,116,0.45521,75,-0.2697,79,-0.1675,96,0.13840
ENSG00000143933,CALM2,1547,-0.8080,1149,-1.2596,1265,-1.1149,1960,-0.4416,1759,-0.6097,2529,-0.0397,3969,0.81963,3756,0.60849,4021,0.72455
ENSG00000095002,MSH2,27,-0.4861,18,-1.0701,41,0.16498,43,0.27078,29,-0.3550,18,-1.1224,29,-0.4017,71,1.10115,62,0.85335
ENSG00000184261,KCNK12,4,-2.2952,33,0.97708,34,1.05472,24,0.42719,22,0.31112,1,-4.3500,15,-0.2724,10,-0.8799,23,0.37429
ENSG00000116062,MSH6,64,1.44772,12,-1.2822,34,0.34100,47,0.87188,18,-0.6661,14,-1.0354,14,-1.0531,28,0.04443,29,0.06579
ENSG00000138081,FBXO11,59,-0.3416,64,-0.2154,83,0.21442,110,0.67153,90,0.33729,26,-1.5955,45,-0.8181,89,0.32646,119,0.80385
ENSG00000170802,FOXN2,73,3.54068,15,0.33440,6,-0.9951,4,-1.6305,9,-0.5327,1,-3.6305,4,-1.8933,6,-1.1573,4,-1.6125
ENSG00000162869,PPP1R21,45,-0.0258,21,-1.2053,30,-0.6624,29,-0.6960,52,0.21541,6,-2.9427,68,0.76741,77,0.86979,59,0.42803
ENSG00000179915,NRXN1,73,-2.2263,219,-0.5838,304,-0.0687,482,0.68913,506,0.76926,164,-1.0261,249,-0.4223,558,0.94028,369,0.24203
ENSG00000115239,ASB3,36,-0.3225,52,0.25492,52,0.24492,69,0.73507,76,0.89189,38,-0.2386,23,-1.0961,35,-0.3535,39,-0.2178
ENSG00000068912,ERLEC1,104,-0.4737,40,-1.9115,77,-0.9381,171,0.32724,157,0.17952,194,0.53563,114,-0.3557,221,0.74861,209,0.65410
ENSG00000068878,PSME4,66,2.12752,17,-0.2470,9,-1.2544,23,0.21407,17,-0.2598,23,0.19573,5,-2.2545,13,-0.6019,23,0.19849
ENSG00000170634,ACYP2,125,-0.3934,160,-0.0108,77,-1.1323,116,-0.5097,69,-1.3085,217,0.48965,244,0.80000,136,-0.2616,219,0.50341
ENSG00000115306,SPTBN1,508,-0.0830,546,0.02989,627,0.25419,515,-0.0629,559,0.06949,352,-0.6582,586,0.16441,676,0.37782,401,-0.4584
ENSG00000115310,RTN4,1867,0.44645,538,-1.4959,1033,-0.5007,1462,0.04769,1587,0.17936,955,-0.6236,1360,-0.0766,2202,0.72405,1832,0.41513
ENSG00000143947,RPS27A,1518,0.10989,1996,0.56020,770,-0.9511,876,-0.7551,620,-1.2794,1453,0.03888,2214,0.86065,1402,-0.0179,1116,-0.3789
ENSG00000085760,MTIF2,47,-0.0892,32,-0.6740,26,-1.0228,44,-0.1887,42,-0.2805,32,-0.6727,69,0.61927,69,0.51888,68,0.50101
ENSG00000115355,CCDC88A,1557,1.86516,538,-0.0059,249,-1.2021,552,0.03436,1131,1.25261,287,-0.9860,241,-1.3488,445,-0.3081,161,-1.8542
ENSG00000163001,CFAP36,46,-2.6677,172,-0.7048,90,-1.6867,190,-0.5568,189,-0.5577,437,0.79332,432,0.90842,425,0.74839,289,0.10993
ENSG00000275052,PPP4R3B,63,0.18701,65,0.22674,44,-0.3640,75,0.47709,42,-0.4469,33,-0.8072,65,0.28475,71,0.38581,36,-0.7018
ENSG00000138035,PNPT1,77,1.88059,17,-0.6772,23,-0.2134,19,-0.5310,17,-0.6702,39,0.62549,16,-0.8564,21,-0.3573,19,-0.4947
ENSG00000115380,EFEMP1,86,0.86594,192,2.41700,75,0.62856,55,0.12595,16,-1.7944,1,-5.0309,28,-0.9962,15,-1.8862,15,-1.8710
ENSG00000055813,CCDC85A,3,-3.2620,24,-0.2009,41,0.68250,11,-1.2947,27,0.01359,1,-4.8166,32,0.33246,45,0.84388,53,1.12686
ENSG00000115392,FANCL,54,1.03739,9,-1.7819,19,-0.6822,47,0.77032,22,-0.4539,39,0.47335,20,-0.6500,28,-0.0559,34,0.24365
ENSG00000119866,BCL11A,14,-2.6271,35,-1.2961,82,0.01528,177,1.32047,124,0.70006,191,1.45836,36,-1.3294,53,-0.6555,63,-0.3997
ENSG00000115421,PAPOLG,13,-0.0090,8,-0.7751,27,1.13911,19,0.57400,24,0.92251,0,-3.9739,10,-0.5331,16,0.30033,7,-1.0064
ENSG00000162929,KIAA1841,17,0.02578,6,-1.4414,5,-1.7446,31,1.05206,20,0.33641,4,-1.9984,17,0.01590,29,0.92834,19,0.20211
ENSG00000237651,C2orf74,55,-0.9970,56,-0.9741,50,-1.1332,53,-1.0504,51,-1.1115,105,0.00548,183,1.10213,159,0.68991,151,0.59974
ENSG00000115464,USP34,109,0.69040,72,0.01608,43,-0.7747,97,0.50391,118,0.82574,28,-1.4322,60,-0.3138,65,-0.1512,62,-0.2148
ENSG00000082898,XPO1,81,0.40170,61,-0.0536,63,0.00133,84,0.45758,67,0.10014,58,-0.1377,43,-0.6613,55,-0.2337,77,0.32068
ENSG00000170264,FAM161A,39,-0.1300,32,-0.4314,31,-0.4811,30,-0.5271,66,0.74083,50,0.28565,43,0.02348,66,0.72473,22,-0.9964
ENSG00000115484,CCT4,115,-0.8059,117,-0.7762,132,-0.5909,221,0.22252,130,-0.6149,206,0.11119,211,0.16865,245,0.38792,337,0.93052
ENSG00000173163,COMMD1,44,-0.2832,39,-0.4882,21,-1.4451,36,-0.6136,28,-0.9905,52,-0.0438,89,1.01394,68,0.40845,65,0.31952
ENSG00000186889,TMEM17,4,-1.9124,9,-0.6048,17,0.30960,20,0.53906,14,0.04317,7,-1.0779,10,-0.5712,20,0.54267,30,1.23347
ENSG00000115504,EHBP1,50,-1.0279,58,-0.8222,57,-0.8378,88,-0.1743,95,-0.0567,111,0.19150,134,0.57976,179,1.00092,76,-0.3932
ENSG00000143951,WDPCP,30,0.95150,5,-1.6462,15,-0.1978,11,-0.5965,34,1.19173,33,1.10514,10,-0.8631,10,-0.7523,9,-0.9600
ENSG00000014641,MDH1,101,-3.2467,236,-1.9988,380,-1.2888,809,-0.1235,351,-1.4063,1218,0.54243,986,0.21953,1612,1.02472,2063,1.47493
ENSG00000169764,UGP2,54,-2.8341,271,-0.4291,338,-0.0810,428,0.29935,251,-0.5464,452,0.38798,541,0.80623,356,0.00045,324,-0.1463
ENSG00000197329,PELI1,30,0.54142,14,-0.6266,35,0.80139,27,0.42110,52,1.51738,4,-2.5260,16,-0.4709,8,-1.4369,10,-1.0945
ENSG00000119862,LGALSL,5,-1.9401,17,-0.3364,31,0.68140,61,1.88434,20,-0.0784,3,-2.9252,12,-0.8651,24,0.22999,21,0.05143
ENSG00000119844,AFTPH,38,-0.3999,22,-1.2429,54,0.15633,90,1.01517,88,0.97013,49,-0.0032,28,-0.9380,53,0.11065,41,-0.2992
ENSG00000237638,LINC02245,0,-4.6548,14,-0.6325,17,-0.3420,14,-0.6391,27,0.39804,26,0.33878,25,0.29745,35,0.81840,28,0.44962
ENSG00000115902,SLC1A4,29,-1.5237,152,1.10035,217,1.76945,85,0.11930,72,-0.1273,52,-0.6440,40,-1.1427,48,-0.7803,52,-0.6345
ENSG00000011523,CEP68,44,-0.2124,23,-1.1976,47,-0.1178,87,0.89906,110,1.31668,28,-0.8928,29,-0.9495,56,0.16686,52,0.04765
ENSG00000138069,RAB1A,94,-0.4492,76,-0.7688,139,0.16293,205,0.81228,111,-0.1965,89,-0.5331,94,-0.4936,150,0.28689,200,0.77519
ENSG00000138071,ACTR2,156,-0.7198,192,-0.3940,229,-0.1170,171,-0.5736,262,0.09525,192,-0.3930,320,0.48314,304,0.34025,321,0.42799
ENSG00000198369,SPRED2,7,-1.9195,36,0.60474,41,0.81395,25,0.00082,46,1.00455,16,-0.7068,18,-0.6070,25,-0.0317,20,-0.3852
ENSG00000197223,C1D,32,-1.1136,35,-0.9731,36,-0.9338,86,0.41948,57,-0.2447,58,-0.2065,93,0.63487,95,0.58135,78,0.26087
ENSG00000243667,WDR92,13,0.02454,6,-1.0500,8,-0.6804,18,0.55030,15,0.25982,20,0.74931,9,-0.6198,17,0.48315,12,-0.1056
ENSG00000115946,PNO1,14,-0.5002,14,-0.5687,4,-2.3875,22,0.16191,10,-1.0360,46,1.42038,24,0.33116,21,0.05378,21,0.04484
ENSG00000221823,PPP3R1,10,-2.7776,33,-1.0830,92,0.54827,77,0.24275,124,1.05475,28,-1.3321,69,0.08916,66,-0.0017,91,0.53285
ENSG00000119865,CNRIP1,43,-1.8783,104,-0.5283,193,0.45559,264,0.98921,119,-0.3229,114,-0.3955,113,-0.4457,175,0.28890,223,0.69141
ENSG00000169604,ANTXR1,46,1.83843,42,1.65405,8,-0.9892,16,0.02696,13,-0.2907,0,-4.2205,12,-0.5045,5,-1.7497,5,-1.8032
ENSG00000198380,GFPT1,12,-1.5235,16,-1.1436,47,0.51260,70,1.20237,50,0.62872,13,-1.4373,25,-0.5414,32,-0.1087,51,0.64962
ENSG00000169599,NFU1,30,-1.2494,61,-0.1460,29,-1.2863,35,-1.0063,43,-0.7000,59,-0.2008,95,0.64821,122,0.98081,104,0.71874
ENSG00000115977,AAK1,64,-1.8881,136,-0.7581,262,0.27419,312,0.56328,388,0.93509,281,0.39155,114,-1.1210,207,-0.1051,333,0.67395
ENSG00000196975,ANXA4,32,1.78135,8,-0.4641,8,-0.5597,13,0.29290,15,0.50970,3,-1.8766,6,-1.0266,7,-0.6033,13,0.23667
ENSG00000087338,GMCL1,23,-0.1087,11,-1.1921,23,-0.1301,36,0.59471,50,1.16313,32,0.42216,19,-0.4680,21,-0.2607,14,-0.8629
ENSG00000124380,SNRNP27,133,0.09377,83,-0.6425,49,-1.4465,61,-1.1160,98,-0.3925,74,-0.8301,202,0.91610,284,1.38880,71,-0.8827
ENSG00000169564,PCBP1,272,0.56124,182,-0.0953,223,0.23276,330,0.88958,238,0.33541,88,-1.2084,113,-0.9109,126,-0.6707,246,0.39276
ENSG00000116001,TIA1,81,1.12706,50,0.30030,22,-0.9872,47,0.21753,56,0.48202,74,0.96785,16,-1.5701,21,-1.0370,31,-0.4549
ENSG00000116005,PCYOX1,84,0.24228,52,-0.5094,71,-0.0212,112,0.73204,109,0.68043,53,-0.4705,43,-0.8786,72,-0.0009,81,0.18179
ENSG00000143977,SNRPG,77,0.02068,100,0.44511,39,-1.0062,33,-1.2683,35,-1.1935,73,-0.0555,110,0.71198,84,0.16044,96,0.38723
ENSG00000035141,FAM136A,5,-2.5709,28,-0.2200,34,0.10296,37,0.24906,34,0.07808,28,-0.2228,39,0.34766,37,0.22028,40,0.34189
ENSG00000075340,ADD2,9,-3.6026,64,-0.7036,179,0.97655,85,-0.2607,262,1.67758,14,-2.9214,80,-0.3815,107,0.11213,118,0.26632
